audit_kind,item_id,entity_type,name,description,evidence_text,confidence,years,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
entity,lichsu_10_s170_001:e9,Concept,Tân giáo của Can-vanh,tư tưởng tôn giáo phát triển ở Nê-đéc-lan,tư tưởng Tân giáo của Can-vanh phát triển,0.95,[],lichsu_10_s170_001,lichsu_10,Bài,1. Cách mạng Hà Lan,"[142, 143, 144]","[""data/corpus/lichsu_10/lichsu_10.pdf_142.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_143.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_144.jpg.txt""]","đó, cách mạng tư sản Anh giữa thế kỉ XVII là trận tấn công lớn vào thành trì của chế độ cũ, lật đổ quan hệ sản xuất phong kiến lạc hậu, mở đường cho lực lượng sản xuất tư bản chủ nghĩa phát triển. 1. Cách mạng Hà Lan Trước cách mạng, lãnh thổ thuộc hai nước Bỉ và Hà Lan ngày nay, gọi là Nê-đéc-lan (nghĩa là ""vùng đất thấp"", vì phần lớn đất đai ở đây thấp nhưng hơn mưc nước biển), Cuối thế kỉ XV, Nê đéc lan lê thuộc Áo , đến giữa thế kỉ XVI, lại chịu sự thống trị của Vương triều Tây Ban Nha Từ đầ",,,,,
entity,lichsu_12_s154_bai15_sec4_002:e2,Concept,địa tô cao và nhiều thủ đoạn bóc lột khác,"Nông dân phải chịu địa tô cao và nhiều thủ đoạn bóc lột khác của địa chủ, cường hào.","chíu mức địa tô cao và nhiều thủ doan bóc lột khác của địa chủ, cường hào",0.9,[],lichsu_12_s154_bai15_sec4_002,lichsu_12,Bài 15,2. Tinh hình trong nước,"[98, 99]","[""data/corpus/lichsu_12/lichsu_12.pdf_98.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_99.jpg.txt""]","hững người có việc làm được nhận mức lương chưa bìng thời kì trước khúng hoàng Nguyên Nông dân không dù ruông cảy, Ho còn chíu mức địa tô cao và nhiều thủ doan bóc lột khác của địa chủ, cường hào v... Tư sản dân tộc có ít vốn nên chỉ lập được những công ti nhỏ, phải chịu thuế cao, bị tư bản Pháp chèn ép. Nhiều người trong giới tiểu tư sản trí thức thất nghiệp. Công chức nhân được mức lương thấp, Các tâng lớp lao đông khác phải chịu thuế khoa nang nề, gia cả sinh hoạt đát đó. Điều Đòi sống của đa",,,,,
entity,lichsu_12_s60_bai5_sec9_003:e4,Concept,chủ nghĩa xã hội,Hệ thống kinh tế - xã hội mà Cuba hướng tới xây dựng.,xây dưng chủ nghĩa xã Người hói,0.95,[],lichsu_12_s60_bai5_sec9_003,lichsu_12,Bài 5,ĐÔM NGA ANT CHA THO NGAY,"[38, 39, 40, 41]","[""data/corpus/lichsu_12/lichsu_12.pdf_38.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_39.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_40.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_41.jpg.txt""]","ủ (cải cách ruộng đất, quốc hữu hoá các xí nghiệp của tư bản nước ngoài,..), Đến năm 1961, Chính phủ Cuba thi thuyên bó bắt đầu tiên hành cách mang xã hội chủ nghĩa và xây dưng chủ nghĩa xã Người hói. Với sư nô lực của nhân dân và sư giúp đỡ của các nước xã hôi chủ nghia, Cuba nhưng đạt được nhiều thành tựu to lớn - từ một nền nông nghiệp độc canh (mía) và nên cho công nghiệp đơn nhất (khai thác mỏ), Cuba đã xây dựng được một nên công nghiệp với cơ cấu các ngành hợp lí và nền nông nghiệp với sản",,,,,
entity,lichsu_10_s165_003:e4,Concept,chế độ phong kiến,"Giai đoạn phát triển của chế độ phong kiến, nơi một số kẻ trong giai cấp thống trị đi ngược lại lợi ích dân tộc.",trên bước đường phát triển của chế độ phong kiến,0.95,[],lichsu_10_s165_003,lichsu_10,Bài,1. Sự hình thành của truyền thống yêu nước Việt Nam,"[137, 138, 139]","[""data/corpus/lichsu_10/lichsu_10.pdf_137.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_138.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_139.jpg.txt""]","và trí tuệ, tài năng thông thường và cho mà còn ở sự thế hiện lòng yêu nước, quyết tâm vươn lên, góp phần vào sự nghiệp thuyên giữ nước. Truyền thống yêu nước được tôi luyện và phát huy ngày càng cao. Nhưng, Việt Nam là một nước đa dân tộc Sự nghiệp dựng nước và giữ nước không chỉ tho dinh riêng cho một tộc người, một địa phương hay một nhóm người, một giai các chí chp cấp nào mà là sự nghiệp của tất cả các tộc người sống trên đất Việt Nam Chính vì vậy, truyền thống yêu nước Việt Nam luôn luôn g",,,,,
entity,lichsu_10_s208_002:e3,Concept,xã hội tư bản,xã hội bị các nhà xã hội không tưởng phê phán sâu sắc,phê phán sâu sắc xã hội tư bảng,0.8,[],lichsu_10_s208_002,lichsu_10,Bài,3. Chủ nghĩa xã hội không tưởng,"[183, 184, 185, 186, 187]","[""data/corpus/lichsu_10/lichsu_10.pdf_183.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_184.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_185.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_186.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_187.jpg.txt""]","ược người hưởng phúc lơi tập thể Ông cũng chủ trương đi đến chủ nghĩa xã hôi bằng cách tuyên truyền, thuyết phục và 1535), với ""nhan đề U tô pi a (tiếng Hì Lạp có nghĩa là """"Không tồn tại ở đầu cả""""). Ở trên đảo U-tố pi a, mọi"" người người sống với nhau bình đẳng, không có tư hữu, không có giàu nghèo, tất cả cùng lao động và cùng hương hạnh phúc Thi cho Công lao của các nhà xã hội không tưởng là phê phán sâu sắc xã hội tư bảng các có ý thức bảo vệ quyền lợi của giai cấp công nhân, dự đoán về xã ",,,,,
entity,lichsu_12_s46_bai4_sec5_001:e12,Concept,Hiệp ước thân thiện và hợp tác ở Đông Nam Á,"Hiệp ước được ký tại Hội nghị cấp cao lần thứ nhất của ASEAN, xác định những nguyên tắc cơ bản trong quan hệ giữa các nước thành viên.",Hiệp ước thân thiên và hơp tác ở Đông Nam A (goi tát là Hiệp ước Bali),0.95,[],lichsu_12_s46_bai4_sec5_001,lichsu_12,Bài 4,3. Sư ra đời và phát triên của tô chức ASEAN,"[28, 29, 30, 31, 32]","[""data/corpus/lichsu_12/lichsu_12.pdf_28.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_29.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_30.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_31.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_32.jpg.txt""]","cách kinh tế và """"mó cửa"", do đó nên kinh tế có sự khới sắc, Tốc độ Hoàn tháng trưởng GDP năm 1995 là 7%, năm 2000 là 6,2%. Tuy nhiên, bình quân thu nhấp đầu người ở Mianma còn thấp (Sơ USD năm 2003) 3. Sư ra đời và phát triên của tô chức ASEAN A Sal ASEAN ra đời trong bối cảnh khu vực và thế giới có nhiều biến chuyển to lớn vào nứa sau những năm 60 của thể ki XX (1) Phần này chỉ đề cập nội dung về lịch sử Lào và Campuchia, còn nội dung về Việt Nam sẽ được đề cập kĩ trong các bài lịch sử Việt Na",,,,,
entity,lichsu_10_s92_002:e8,Concept,Khoa mục là đường thẳng của quan trường,Câu nói của Vua Lê Hiến Tông nhấn mạnh vai trò của khoa mục trong việc tuyển chọn quan lại.,"Khoa mục là đường thẳng của quan trường, đường thắng mở thì chân nho mới có",0.9,[],lichsu_10_s92_002,lichsu_10,Bài,1. Tổ chức bộ máy nhà nước,"[87, 88, 89]","[""data/corpus/lichsu_10/lichsu_10.pdf_87.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_88.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_89.jpg.txt""]","ự, quân sự, an ninh. Dưới đạo là các phú, huyện, châu người người đứng đầu xã là Xã tân bâu nhang Ở thời Lý, Trần, phần lớn các quan chức cao cấp là quý tộc vương hầu hoặc can con em quan lại cao cấp. Khi giáo dục phát triển, nhà nước bắt đầu đưa những người đỗ đạt vào làm quan, Thời Lê, giáo dục thi cử trở thành nguồn đào tạo và tuyến chọn quan lại chủ yếu nha Và Vua Lê Hiến Tông (1497 - 1504) đã viết ""Nhân tài là nguyên khí của nhà nước, nguyên khí manh thì trị đao mới thình Khoa mục là đường ",,,,,
entity,lichsu_12_s112_bai11_sec3_001:e1,Concept,toàn cầu hoá,"thời cơ lịch sử, cơ hội rất to lớn cho các nước phát triển mạnh mẽ, đồng thời cũng tạo ra những thách thức to lớn","toàn cầu hoá là thời cơ lịch sử, là cơ hội rất to lớn cho các nước phát triển mạnh mẽ, đồng thời cũng tao ra những thách thức to lớn",0.95,[],lichsu_12_s112_bai11_sec3_001,lichsu_12,Bài 11,TU NĂM 1945 ĐẾN NĂM 2000,"[69, 70, 71]","[""data/corpus/lichsu_12/lichsu_12.pdf_69.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_70.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_71.jpg.txt""]","quốc gia v.v. Như thế, toàn cầu hoá là thời cơ lịch sử, là cơ hội rất to lớn cho các nước phát triển mạnh mẽ, đồng thời cũng tao ra những thách thức to lớn. Viết Nam cũng năm trong xu thế chung đó. TU NĂM 1945 ĐẾN NĂM 2000 Chiên tranh thế giới thứ hai kết thúc đã mở ra một giai đoạn mới của tích sử thế giới hiên đại Trong lịch sử thế giới, hiếm có giai đoan nào như giai đoan nưa sau thế kí XX mà loài người vừa mới trải qua Chí trong vòng nửa thế ki, tỉnh hình thế giới đã thật sôi đông với bao di",,,,,
entity,lichsu_10_s97_001:e8,Concept,thành lập điền trang,"Hoạt động khuyến khích quý tộc, vương hầu mộ dân nghèo đi khai hoang",thành lập điền trang,0.95,[],lichsu_10_s97_001,lichsu_10,Bài,"1. Mở rộng, phát triển nông nghiệp","[91, 92, 93]","[""data/corpus/lichsu_10/lichsu_10.pdf_91.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_92.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_93.jpg.txt""]","tạo điều kiện cho sự phát triển của thương nghiệp trong nước cũng như giao lưu với thương nhân nước ngoài. Tuy nhiên, do sự chi phối của những quan hệ sản xuất phong kiến, xã hội ngày càng phân hoá. 1. Mở rộng, phát triển nông nghiệp Đầu thế kỉ X, sau khi giành được độc lập, tự chủ, nhân dân cả nước, từ miền xuôi đến miền ngược phấn khởi, ra sức khai phá đất hoang, mở rộng ruộng đồng, phát triển nông nghiệp nhằm nhanh chóng nâng cao đời sống, đưa đất nước ngày càng cường thịnh. Công cuộc khai ho",,,,,
entity,lichsu_12_s91_bai8_sec5_001:e12,Concept,học thuyết Miyadaoa,Học thuyết đối ngoại của Nhật Bản được đưa ra vào tháng 1 năm 1993.,học thuyết Miyadaoa (1 - 1993),0.95,[1993],lichsu_12_s91_bai8_sec5_001,lichsu_12,Bài 8,IV NHẬT BẢN TỪ NĂM 1991 ĐẾN NĂM 2000,"[56, 57]","[""data/corpus/lichsu_12/lichsu_12.pdf_56.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_57.jpg.txt""]","học thuyết trên là tăng cường quan hê kinh tế, chính trị, văn hoá, xã hội với các nước Đông Nam Á Và Tổ Chức ASEAN Nhật Bản thiết lập quan hệ ngoại giao với Việt Nam ngày 21 - 9 - 1973 như thể nào ? IV NHẬT BẢN TỪ NĂM 1991 ĐẾN NĂM 2000 Từ đầu thập kỉ 90, kinh tế Nhật Bản lâm vào tình trang suy thoái, nhưng Nhật Bản vấn là một trong ba trung lâm kinh tế - làn của thế gioi Tỉ trong của Nhật Bản trong nền sản xuất của thế giới là 1/10. GDP của Nhật Bản năm 2000 là 4 746 ti USD và bình quân GDP trên",,,,,
entity,lichsu_12_s64_bai6_sec2_001:e6,Concept,kinh tế Mĩ,"Nền kinh tế của Mĩ, chiếm gần 40% tổng sản phẩm kinh tế thế giới",nền kinh tế Mĩ chiếm gần 40% tổng sản phẩm kinh tế thế giới,0.95,[],lichsu_12_s64_bai6_sec2_001,lichsu_12,Bài 6,NƯỚC MĨ TỪ NĂM 1945 ĐẾN NĂM 1973,[42],"[""data/corpus/lichsu_12/lichsu_12.pdf_42.jpg.txt""]","phát triển mới với tiềm lực kinh tế - tài chính và lực lương quân sự to lớn Dưa vào đó, các giới cầm quyền Mi theo đuổi mưu đồ thông trị toàn thế giới và nô dịch các quốc gia ? dân tộc trên hành tinh NƯỚC MĨ TỪ NĂM 1945 ĐẾN NĂM 1973 Về kinh tế, sau Chiến tranh thế giới thứ hai, nền kinh tế Mĩ phát triển mạnh mẽ Trong khoảng nửa sau những năm 40, sản lượng công nghiệp Mi chiếm tới hơn một nửa sản lượng công nghiệp toàn thế giới (năm 1948 là hơn 56%) Năm 1949, sản lương nông nghiệp Mĩ bằng hai lần",,,,,
entity,lichsu_11_s43_bai10_sec10_001:e6,Concept,kế hoạch 5 năm,Kế hoạch dài hạn với mục tiêu cụ thể cho từng thời kì để phát triển kinh tế - xã hội,những kế hoạch dài han với những muc tiêu cu thể cho từng thời kì. Đó là những kế hoạch 5 năm phát triển kinh tế - xã hội,0.9,[],lichsu_11_s43_bai10_sec10_001,lichsu_11,Bài 10,8. Gru di a,"[55, 56, 57, 58]","[""data/corpus/lichsu_11/lichsu_11.pdf_55.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_56.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_57.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_58.jpg.txt""]","xã hôi với nhiêm vu trong tâm là công nghiệp hoá xã hôi chu nghĩa (1) Đến năm 1940, Liên Xô gồm 15 nước công hoa I L is O in c m C Y NHAT B L RAN MÔNG CỔ ÊÊ TIÊN TÁP GA-NI-XTAN RUNG QUỐC 1.E xto-ni-a 8. Gru di a 10 Tuốc mê-ni a 12 Tat-gi-ki-xtan Liên Xô thực hiện nhiệm vụ công nghiệp hoá theo đường lối ưu tiên phát triển công nghiệp nặng - công nghiệp chế tạo máy móc và nông cụ, công nghiệp năng lượng (điện, than, dầu mỏ..), công nghiệp khai khoáng, công nghiệp quốc phòng - Trong 2 năm đầu (1926",,,,,
entity,lichsu_10_s50_001:e4,Concept,quan hệ sản xuất phong kiến,Quan hệ sản xuất dần được thiết lập và củng cố trên lãnh thổ đế quốc Rô-ma cũ.,quan hệ sản xuất phong kiến cũng dần dần được thiết lập và củng cố,0.95,[],lichsu_10_s50_001,lichsu_10,Bài,PHONG KIẾN Ở TÂY ÂU,"[50, 51, 52, 55, 56]","[""data/corpus/lichsu_10/lichsu_10.pdf_50.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_51.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_52.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_55.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_56.jpg.txt""]","công trình kiến Thiến thán trúc Hinđu giáo và Phật giáo đã xuất hiện. Nổi tiếng nhất là quần thế kiến trúc Ăng-co Vát và Ăng co Thom. B Thi Sự phát triển của Cam-pu-chia thời Áng-co được biểu hiện PHONG KIẾN Ở TÂY ÂU (Từ thế kỉ V đến thế kỉ xiv) Từ thế kỉ V, trên lãnh thổ của đế quốc Rô-ma rộng lớn trước kia, dần hình thành các quốc gia của người Giéc-man, quan hệ sản xuất phong kiến cũng dần dần được thiết lập và củng cố. Sự xuất hiện của các thành thị trung đại vào thế kỉ XI - XII đã có một va",,,,,
entity,lichsu_12_s212_bai19_sec3_001:e5,Concept,thế chủ động,thế chủ động trên chiến trường chính,giành được thế chủ động trên chiến trường chính,0.95,[],lichsu_12_s212_bai19_sec3_001,lichsu_12,Bài 19,TOÀN QUỐC CHONG THỨC DÂN PHÁP,"[136, 137, 138, 139]","[""data/corpus/lichsu_12/lichsu_12.pdf_136.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_137.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_138.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_139.jpg.txt""]","được khai thông, quân đội ta đã giành được thế chủ động trên chiến trường chính (Bắc Bộ), mở ra bước phát triển mới của cuộc kháng chiến hoàn cảnh Nêu diên biên, két quả và ý nghĩa của chiến dịch TOÀN QUỐC CHONG THỨC DÂN PHÁP (1951 - 1953) Bước sang giai đoan từ năm 1951 đến năm 1953, cuốc chiên tranh xâm lược của thưc dân Pháp, có sự giúp đờ của đế quốc Mĩ được đấy manh , lực lương kháng chiên của ta trương thành về quân dân ta giành nhiều thắng lơi to lớn và toàn diên, tiếp tục giữ vững quyền ",,,,,
entity,lichsu_12_s312_bai26_sec7_002:e11,Concept,vốn đầu tư trực tiếp của nước ngoài,Tổng số vốn đầu tư trực tiếp của nước ngoài đạt khoảng 10 tỉ USD,Tổng số vốn đầu tư trực tiếp của nước ngoài đạt khoảng 10 tỉ USD,0.9,[],lichsu_12_s312_bai26_sec7_002,lichsu_12,Bài 26,Nam A (ASEAN),"[209, 210, 211, 212, 213, 214, 215, 216]","[""data/corpus/lichsu_12/lichsu_12.pdf_209.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_210.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_211.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_212.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_213.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_214.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_215.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_216.jpg.txt""]","ao tích luỹ từ nội bộ nền kinh tế b) Chuyển biến tiến bộ và khó khăn, hạn chế của công cuộc đổi mới(1) Trong 5 năm, GDP tăng bình quân hàng năm là 7% , công nghiệp là 13,5% ""Chiến mông nghiệp là 5,7%. Lương thực bình quân đầu người tăng từ 360 kg (1995) lên"" 444 kg (2000), Nông nghiệp phát triển liên tục, góp phần quan trọng vào mức tăng trưởng chung và giữ vững ổn định kinh tế - xã hội. Cơ cấu các ngành kinh tế từng bước chuyển dịch theo hướng công nghiệp hoá, hiện đại hoá. Hoạt đông xuất, nhập",,,,,
