audit_kind,item_id,relation_type,source_id,source_type,source_name,target_id,target_type,target_name,description,evidence_text,confidence,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
relation,lichsu_12_s39_bai3_sec5_002:4:e4-OCCURRED_AT-e5,OCCURRED_AT,e4,Event,thiết lập quan hệ ngoại giao với Việt Nam,e5,Time,Ngày 18 - 1 - 1950,Sự kiện thiết lập quan hệ ngoại giao diễn ra vào ngày 18-1-1950.,"Ngày 18 - 1 - 1950, Trung Quốc thiết lập quan hê ngoai giao với Viết Nam",0.95,lichsu_12_s39_bai3_sec5_002,lichsu_12,Bài 3,1. Sự thành lập nước Cộng hoà Nhân dân Trung Hoa và thành tựu,"[20, 21, 22, 23]","[""data/corpus/lichsu_12/lichsu_12.pdf_20.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_21.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_22.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_23.jpg.txt""]","ến năm 1957, sản lương công nghiệp tăng 140%, sản lương ngày nghiệp nghiệp tăng 25% (so với năm 1952), Trung Quốc đã tư sán xuất được 60% số máy móc cần thiết Văn hoá, giáo dục có những bước tiến lớn. Đời sống nhân dân được cái thiện Và Về đối ngoai, Trung Quốc thi hành chính sách tích cực nhằm củng cổ hoà bình và thúc đấy sự phát triển của phong trào cách mang thế giới Ngày 18 - 1 - 1950, Trung Quốc thiết lập quan hê ngoai giao với Viết Nam Trung Quốc những năm không ôn định (1978) Về đối nội, ",,,,,
relation,lichsu_12_s48_bai4_sec7_001:5:e7-OCCURRED_AT-e6,OCCURRED_AT,e7,Event,khởi nghĩa của 2 vạn thuỷ binh trên 20 chiến hạm ở Bombay,e6,Time,Năm 1946,Cuộc khởi nghĩa của thủy binh ở Bombay xảy ra vào năm 1946,Tiêu biểu là cuộc khởi nghĩa của 2 vạn thuý binh trên 20 chiến hạm ở Bombay (1946),0.95,lichsu_12_s48_bai4_sec7_001,lichsu_12,Bài 4,1. Cuộc đấu tranh giành độc lập,"[30, 31, 32, 33]","[""data/corpus/lichsu_12/lichsu_12.pdf_30.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_31.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_32.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_33.jpg.txt""]","động hợp tác kinh tế, xây dưng Đông Nam Á thành khu vực hoà bình, ổn định, cùng phát triển Tháng 11 - 2007 các nước thành viên đã ki bản Hiến chương ASEAN nhằm xây dựng ASEAN thành một công vững manh 1. Cuộc đấu tranh giành độc lập An Độ là một nước rộng lớn và đông dân thứ hai ở châu Á, với diên tích gần 3,3 triệu km?, dân số 1 tỉ 20 triệu người (2000) Sau Chiến tranh thế giới thứ hai, cuộc đấu tranh chống thực dân Anh, đòi độc lập của nhân dân Ấn Độ dưới sự lãnh đạo của Đảng Quốc đại phát triể",,,,,
relation,lichsu_12_s226_bai20_sec6_005:6:e8-OCCURRED_AT-e3,OCCURRED_AT,e8,Event,Đợt 3 tiến công,e3,Place,phân khu Trung tâm,Đợt 3 tiến công diễn ra tại phân khu Trung tâm,Thu nhu Trung tâm,0.9,lichsu_12_s226_bai20_sec6_005,lichsu_12,Bài 20,VÀ CHIẾN DỊCH ĐIỆN PHÚ NĂM 1954,"[145, 146, 147, 148, 149, 150, 151]","[""data/corpus/lichsu_12/lichsu_12.pdf_145.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_146.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_147.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_148.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_149.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_150.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_151.jpg.txt""]","Bắc Kết quả, ta loại khỏi vòng chiến đấu gần 2000 tên địch. Đội Đột 2, từ ngày 30 - 3 đến ngày 26 - 4 - quân ta đông loạt tiến công các cứ điểm phía đông phân khu Trung tâm như E1, D1, C1, C2, A1 v.v. Ta chiếm phần nhưng lớn các cứ điểm của địch, tao thêm điều kiên để bao vây, chia cát, khống chế địch Sau đợt này, Mĩ khẩn cấp viên trợ cho Pháp và de doa ném bom nguyên tử xuống Điện Biên Phủ, Tà kịp thời khắc phục khó khân về tiếp tế, nâng cao quyết tâm giành tháng lợi Đợt 3, từ ngày 1 - 5 đến ng",,,,,
relation,lichsu_12_s213_bai19_sec4_001:6:e6-OCCURRED_AT-e4,OCCURRED_AT,e6,Event,Hiệp định phòng thủ chung Đông Dương,e4,Time,Ngày 23 - 12 - 1950,Hiệp định phòng thủ chung Đông Dương được kí vào ngày này,Ngày 23 - 12 - 1950,0.95,lichsu_12_s213_bai19_sec4_001,lichsu_12,Bài 19,THỰC DÂN PHÁP ĐẦY MẠNH XÂM LƯỢC ĐÔNG DƯƠNG,[139],"[""data/corpus/lichsu_12/lichsu_12.pdf_139.jpg.txt""]","có sự giúp đờ của đế quốc Mĩ được đấy manh , lực lương kháng chiên của ta trương thành về quân dân ta giành nhiều thắng lơi to lớn và toàn diên, tiếp tục giữ vững quyền chủ động trên chiến trường THỰC DÂN PHÁP ĐẦY MẠNH XÂM LƯỢC ĐÔNG DƯƠNG 1 Mĩ can thiệp sâu vào cuộc chiến tranh Từ tháng 5 - 1949, Mi từng bước can thiệp sâu vào cuộc chiến tranh xâm lược Đông Dương, Ngày 23 ? 12 - 1950, Mi kí với Pháp Hiệp đinh phòng thủ chung Đông Dương, Đây là hiệp định viên trợ quân sự, kinh tế ? tài chính của ",,,,,
relation,lichsu_12_s166_bai16_sec8_002:1:e2-OCCURRED_AT-e1,OCCURRED_AT,e2,Event,Khởi nghĩa Bắc Sơn,e1,Place,Bắc Sơn,Khởi nghĩa Bắc Sơn diễn ra tại Bắc Sơn,Khỏi nghĩa Bắc Sơn,0.9,lichsu_12_s166_bai16_sec8_002,lichsu_12,Bài 16,VÀ TII PHONG TRAO GIẢI PHONG DÂN TỘC TỪ THÁNG 9 - 1939,"[103, 104, 105, 106]","[""data/corpus/lichsu_12/lichsu_12.pdf_103.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_104.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_105.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_106.jpg.txt""]","g bô địa phương, nhân dân Bắc Sơn đã nối dây chận dánh quân Pháp, chiếm đồn Mỏ Nhài, Chính quyền địch ở Bắc Sơn tan rã Nhân dân làm chủ châu lị và các vùng lân cân. Đội du kích Bắc Sơn được thành lập. Thất Khên TRUNG QUỐC Na Sầm Bình Gia s cr Bắc Sơn Điềm He Mỏ Nhài LANG Vũ Lăng SƠN A Võ Nhai P Khuối Nọi Y THÁI NGUYÊN Quân chúng và binh linh nguy quyền NY nổi dậy khởi nghĩa - Hương tiến đánh của quân Nhật x Nơi thành lập đội du kích Bắc Sơn Quân Pháp đầu hàng Pháp phân công, đần áp quân khởi ngh",,,,,
relation,lichsu_11_s61_bai14_sec2_001:4:e5-OCCURRED_AT-e1,OCCURRED_AT,e5,Event,Phong trào đấu tranh của công nhân và nông dân,e1,Place,Nhật Bản,Phong trào đấu tranh của công nhân và nông dân bùng lên mạnh mẽ ở Nhật Bản.,Phong trào đấu tranh của công nhân và nông dân bùng lên manh mẽ trong nguy những năm sau chiến tranh.,0.95,lichsu_11_s61_bai14_sec2_001,lichsu_11,Bài 14,NHẬT BẢN TRONG NĂM 1918 1929,"[74, 75]","[""data/corpus/lichsu_11/lichsu_11.pdf_74.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_75.jpg.txt""]","kinh tế (1929 Lan 1933), Để tìm lối thoát ra khỏi khủng hoảng, giới cầm quyền Nhật Bản tiến hành quân phiệt hoá bộ máy nhà nước, biến Nhật Bản thành một lò lửa chiến tranh ở châu Á và trên thế giới. NHẬT BẢN TRONG NĂM 1918 1929 1 Nhật Bản trong những năm dầu sau chiến tranh (1918 1923) Nhiều Nhật Bản là nước thứ hai sau Mĩ thu được nhiều lợi trong Chiến tranh thế giới thứ nhất. Lợi dụng sự suy giảm khả năng kinh tế của các nước tư bản châu Au trong chiến tranh, Nhật Bản đã tăng cường sản xuất hà",,,,,
relation,lichsu_12_s297_bai24_sec7_001:7:e10-OCCURRED_AT-e11,OCCURRED_AT,e10,Event,cuộc Tổng tuyển cử bầu Quốc hội chung,e11,Time,Ngày 25 - 4 - 1976,Cuộc Tổng tuyển cử bầu Quốc hội chung được tiến hành vào ngày 25 - 4 - 1976,"Ngày 25 - 4 - 1976, cuộc Tổng tuyến cử bầu Quốc hội chung được tiến hành",0.95,lichsu_12_s297_bai24_sec7_001,lichsu_12,Bài 24,HII - HOÀN THÀNH THỐNG NHẤT ĐẤT NƯỚC VỀ MẶT NHÀ NƯỚC (1975 ? 1976),"[200, 201, 202, 203]","[""data/corpus/lichsu_12/lichsu_12.pdf_200.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_201.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_202.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_203.jpg.txt""]","ngoài, đều trở lại hoạt động Các hoạt động văn hoá, giáo dục, y tế v.v. được tiến hành khẩn trương từ những ngày đầu mới giải phóng tranh, khôi phục kinh tế, ổn định tình han sau giải phóng năm 1975 HII - HOÀN THÀNH THỐNG NHẤT ĐẤT NƯỚC VỀ MẶT NHÀ NƯỚC (1975 ? 1976) Và Sau đại tháng mùa Xuân 1975, Tố quốc Viết Nam được thống nhất về mặt lãnh thổi thổ, song ở mỗi miền vẫn tồn tai hình thức tổ chức nhà nước khác nhau, Thưc tế đó Thiến trái vối nguyên vong, tỉnh cảm thiêng liêng của nhân dán hai miề",,,,,
relation,lichsu_12_s285_bai23_sec12_001:2:e2-OCCURRED_AT-e3,OCCURRED_AT,e2,Event,Chiến dịch Tây Nguyên,e3,Place,Tây Nguyên,Chiến dịch Tây Nguyên diễn ra tại Tây Nguyên.,Chiến dịch Tây Nguyên,0.95,lichsu_12_s285_bai23_sec12_001,lichsu_12,Bài 23,2. Cuộc Tổng tiến công và nối dậy Xuân 1975,"[192, 193, 194, 195, 196]","[""data/corpus/lichsu_12/lichsu_12.pdf_192.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_193.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_194.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_195.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_196.jpg.txt""]","sự cần thiết tranh thủ thời cơ đánh để đõ thiệt hại về người và của cho nhân dân, giữ gìn tốt cơ sở kinh tế, công trình văn hoá v.v, giảm bớt sự tàn phá của chiến tranh kế hoạch giải phóng miền Nam 2. Cuộc Tổng tiến công và nối dậy Xuân 1975 Cuộc Tổng tiến công và nổi dậy Xuân 1975 đã diễn ra trong gần hai tháng (từ ngày 4 ? 3 đến ngày 2 - 5) qua ba chiến dịch lớn - Tây Nguyên, Huế - Đà Năng và Chiến dịch Hồ Chí Minh đánh vào Sài Gòn. Chiến dịch Tây Nguyên (từ ngày 4 ngày 24 3) Tây Nguyên là địa",,,,,
relation,lichsu_11_s7_bai2_sec1_002:8:e6-OCCURRED_AT-e9,OCCURRED_AT,e6,Event,Cuộc khởi nghĩa Xipay,e9,Time,Rạng sáng 10/5/1857,Cuộc khởi nghĩa Xipay bùng nổ vào rạng sáng 10/5/1857.,"Rang sáng 10 55 1857, ở Mi rút (gân Đê-li), khi thực dân Anh sắp áp giải 85 binh lính Xipay trái lênh thì 3 trung đoàn Xipay nổi dây khởi nghĩa",0.95,lichsu_11_s7_bai2_sec1_002,lichsu_11,Bài 2,Bài 2,"[4, 5, 6, 8, 9, 10]","[""data/corpus/lichsu_11/lichsu_11.pdf_10.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_4.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_5.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_6.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_8.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_9.jpg.txt""]","ngày càng nhiều , đời sông nhân dân Ấn Độ ngày cang khó khăn Về chính trị - xã hội, Chính phủ Anh năm quyền cai trị trực tiếp Ân Độ Ngày 11711 1877, Nữ hoàng Anh tuyên bố đồng thời là Nữ hoàng An Độ. Để tạo chỗ dựa và vàng chắc cho nền thống trì của mình, thực dân Anh đã thực hiên chính sách chia để trị, mua chuộc tầng lớp có thể lực trong giai cấp phong kiến bản xứ, tìm cách khơi sâu sự cách biệt về chủng tộc, tôn giáo và đảng cấp trong xã hội Hày nêu những nét lớn trong chính sách thống trị củ",,,,,
relation,lichsu_10_s174_001:9:e7-OCCURRED_AT-e6,OCCURRED_AT,e7,Event,cách mạng tư sản ở Bắc Mĩ,e6,Place,Bắc Mĩ,cách mạng tư sản diễn ra ở Bắc Mĩ,phát triển ở Bắc Mĩ,0.95,lichsu_10_s174_001,lichsu_10,Bài,CỦA CÁC THUỐC ĐIA ANH,"[145, 146]","[""data/corpus/lichsu_10/lichsu_10.pdf_145.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_146.jpg.txt""]","(1599 ? 1658) phong kiến, mở đường cho chủ nghĩa tư bản phát thiến triển mạnh mẽ hơn. Đây là cuộc cách mạng tư sản có ý nghĩa trọng đại trong thời kì quá độ từ chế độ phong kiến sang chế độ tư bản. S CỦA CÁC THUỐC ĐIA ANH Ở BẮC MĨ Vào nửa sau thế kỉ XVIII, một cuộc biến động xã hội chính trị to lớn đã bùng nổ ở Bắc Mĩ ? đó là cuộc cách mạng tư sản diễn ra dưới hình thức một cuộc chiến tranh giải phóng nhằm lật đồ sự thống trị của chính quyền thực dân Anh mở đường cho chủ nghĩa tư bản phát triển ",,,,,
relation,lichsu_11_s30_bai7_sec7_002:1:e1-OCCURRED_AT-e2,OCCURRED_AT,e1,Event,Cách mạng tháng Hai,e2,Place,Nga,Cách mạng tháng Hai diễn ra ở Nga.,Nước Nga trở thành nước Cộng hoà Cách mạng dân chú tư sản tháng Hai thăng lơi,0.9,lichsu_11_s30_bai7_sec7_002,lichsu_11,Bài 7,CÁCH MANG THÁNG MƯỜI NGA NĂM 1917,"[48, 49, 50]","[""data/corpus/lichsu_11/lichsu_11.pdf_48.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_49.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_50.jpg.txt""]","ong nước. Chỉ trong vòng 8 ngày, trên phạm vi cả nước, quần chúng nhân dây lật đổ chế độ cũ, bầu ra các xô viết đại biểu công nhân, nông dân và binh lính. Giai cấp tư sản thành lập Chính phủ lâm thời. Nước Nga trở thành nước Cộng hoà Cách mạng dân chú tư sản tháng Hai thăng lơi, Tuy nhiên, một tình hình chính Trong tin phức tạp chưa từng có đã diên ra ở nước Nga, Đó là tình trang hai chính quyên sang song song tồn tai - Chính phủ tư sản lâm thời và Xô viết đại biểu công nhân, nông chinh dân và b",,,,,
relation,lichsu_11_s71_bai16_sec2_001:4:e4-OCCURRED_AT-e5,OCCURRED_AT,e4,Event,làn sóng đấu tranh chống thực dân Anh,e5,Place,Ấn Độ,Làn sóng đấu tranh chống thực dân Anh của nhân dân Ấn Độ,làn sóng đấu tranh chống thực dân Anh của nhân dân An Đô,0.9,lichsu_11_s71_bai16_sec2_001,lichsu_11,Bài 16,CHIẾN TRANH THẾ GIỚI (1918 1939),"[81, 82, 83]","[""data/corpus/lichsu_11/lichsu_11.pdf_81.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_82.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_83.jpg.txt""]","1948) hưởng ứng Sư phát triển của phong trào công nhân dẫn tới sư thành lập Đảng Cộng sản Ấn Độ tháng 12 - 1925 Sự kiên này góp phần thúc đẩy làn sóng đấu tranh chống thực dân Anh của nhân dân An Đô. CHIẾN TRANH THẾ GIỚI (1918 1939) Trong những thập niên đầu thế kỉ XX, ở các nước Đông Nam Á đã diễn ra những chuyển biến quan trong về kinh tế, chính trị, xã hội, Phong trào đấu tranh giành độc lập dân tộc phát triển mạnh mẽ ở hầu khắp các nước trong khu vực, Hướng tới mục tiêu độc lập dân tộc, cùng",,,,,
relation,lichsu_11_s73_bai16_sec4_002:1:e1-OCCURRED_AT-e2,OCCURRED_AT,e1,Event,phong trào đấu tranh chống thực dân Hà Lan,e2,Place,In-đô-nê-xi-a,Phong trào đấu tranh chống thực dân Hà Lan lan rộng khắp các đảo thuộc In-đô-nê-xi-a.,phong trào đấu tranh chống thưc dân Hà Lan tiếp tục lan rông kháp các đảo thuộc In-đô-nê-xi a,0.95,lichsu_11_s73_bai16_sec4_002,lichsu_11,Bài 16,THỊ PHONG TRÀO ĐỘC LẬP DÂN TỘC Ở IN-ĐÔ NÊ XI-A,"[83, 84, 85, 86]","[""data/corpus/lichsu_11/lichsu_11.pdf_83.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_84.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_85.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_86.jpg.txt""]","ế kỉ XX Đầu thập niên 30, phong trào đấu tranh chống thưc dân Hà Lan tiếp tục lan rông kháp các đảo thuộc In-đô-nê-xi a, tiêu biểu là cuộc khởi nghĩa của các thuỷ binh ở cảng Su-ra-bay-a vào năm 1933. Sau khi khủng bố tàn khốc những người khởi nghĩa chính quyền thực dân tăng cường đàn áp, bất giữ các lãnh tụ của Đảng Dân tộc (từ năm 1929 là Đảng In đô-nê-xi-a) và đặt Đảng ra ngoài vòng pháp luật Cuối thập niên 30, trước nguy cơ của chủ nghĩa phát xít, những người cộng sản đã kết hợp với Đảng In ",,,,,
relation,lichsu_12_s249_bai21_sec15_002:2:e2-PARTICIPATED_IN-e3,PARTICIPATED_IN,e2,Person,Lê Duẩn,e3,Event,Đại hội đại biểu toàn quốc lần thứ III của Đảng,Lê Duẩn được bầu làm Bí thư thứ nhất Ban Chấp hành Trung Đảng tại Đại hội đại biểu toàn quốc lần thứ III của Đảng,Lê Duân được bầu làm Bí thư thư nhất Ban Chấp hành Trung Đảng,0.95,lichsu_12_s249_bai21_sec15_002,lichsu_12,Bài 21,1. Đại hội đại biểu toàn quốc lần thứ III của Đảng (9 - 1960),"[162, 163, 164, 165, 166, 167, 168]","[""data/corpus/lichsu_12/lichsu_12.pdf_162.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_163.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_164.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_165.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_166.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_167.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_168.jpg.txt""]","chủ nghĩa. Đại hôi bầu Ban Chấp hành Trung ương mới của Đảng, bầu Bộ Chính tri. Hô Chí Minh đã được bầu lại làm Chủ tịch Đảng, Lê Duân được bầu làm Bí thư thư nhất Ban Chấp hành Trung Đảng Thi Thi 2. Miên Bắc thực hiện kê hoạc 5 năm (1961 1965) Bước vào thực hiên kế hoạch Nhà nước 5 năm lần thứ nhất, miền Bắc chuyển sang giai đoan lấy xây dưng chủ nghĩa xã hôi làm trọng tâm Nhiêm vụ cơ bản của kế hoạch 5 năm là ra sức phát triển công nghiệp và nông nghiệp, tiếp tục cải tao xã nghi thôi chủ nghĩa",,,,,
relation,lichsu_12_s212_bai19_sec3_001:4:e6-PARTICIPATED_IN-e1,PARTICIPATED_IN,e6,Organization,thực dân Pháp,e1,Event,kháng chiến chống thực dân Pháp,thực dân Pháp tiến hành cuộc chiến tranh xâm lược,cuốc chiên tranh xâm lược của thưc dân Pháp,0.95,lichsu_12_s212_bai19_sec3_001,lichsu_12,Bài 19,TOÀN QUỐC CHONG THỨC DÂN PHÁP,"[136, 137, 138, 139]","[""data/corpus/lichsu_12/lichsu_12.pdf_136.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_137.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_138.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_139.jpg.txt""]","được khai thông, quân đội ta đã giành được thế chủ động trên chiến trường chính (Bắc Bộ), mở ra bước phát triển mới của cuộc kháng chiến hoàn cảnh Nêu diên biên, két quả và ý nghĩa của chiến dịch TOÀN QUỐC CHONG THỨC DÂN PHÁP (1951 - 1953) Bước sang giai đoan từ năm 1951 đến năm 1953, cuốc chiên tranh xâm lược của thưc dân Pháp, có sự giúp đờ của đế quốc Mĩ được đấy manh , lực lương kháng chiên của ta trương thành về quân dân ta giành nhiều thắng lơi to lớn và toàn diên, tiếp tục giữ vững quyền ",,,,,
relation,lichsu_12_s39_bai3_sec5_001:2:e4-PARTICIPATED_IN-e3,PARTICIPATED_IN,e4,Organization,Quốc dân đảng,e3,Event,nội chiến Trung Quốc,Quốc dân đảng tham gia cuộc nội chiến,cuộc nội chiến giữa Quốc dân đảng cộng sản,0.95,lichsu_12_s39_bai3_sec5_001,lichsu_12,Bài 3,1. Sự thành lập nước Cộng hoà Nhân dân Trung Hoa và thành tựu,"[20, 21, 22, 23]","[""data/corpus/lichsu_12/lichsu_12.pdf_20.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_21.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_22.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_23.jpg.txt""]","II - TRUNG QUỐC Trung Quốc là nước rộng thứ ba thế giới (sau Nga và Canađa) với diên tích gần 19,6 triêu km? và dân số đông nhất thế giới với 1,26 tỉ người (2000) 1. Sự thành lập nước Cộng hoà Nhân dân Trung Hoa và thành tựu 10 năm đầu xây dựng chế độ mới (1949 - 1959) Sau khi chiến tranh chống Nhật kết thúc, từ năm 1946 đến năm 1949 ở Trung Quốc đã diễn ra cuộc nội chiến giữa Quốc dân đảng cộng sản Ngày 20 7 1946, Tưởng Giới Thạch phát động cuộc chiến tranh chống Đảng Cộng sản Trung Quốc. Sau g",,,,,
